#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-11-13T01:03:35 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-11-13T01:03:35	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=9999
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/AJ/145/101&tab:{J/AJ/145/101/catalog}&key:source=J/AJ/145/101/catalog&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/145/101/catalog
#-order=I
#-out=Name
#-out=Nd
#-out=RAJ2000
#-out=DEJ2000
#-out=a26
#-out=l_FUV
#-out=FUV
#-out=Bmag
#-out=l_Hamag
#-out=Hamag
#-out=Kmag
#-out=l_HImag
#-out=HImag
#-out=W50
#-out=TT
#-out=Mcl
#-out=Tdw
#-out=HRV
#-out=Dist
#-out=A26
#-out=i
#-out=vAmp
#-out=<Bmu>
#-out=M26
#-out=l_MHI
#-out=MHI
#-out=Vlg
#-out=Ti5
#-out=K+04
#-out=SimbadName
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=9999	

#RESOURCE=yCat_51450101
#Name: J/AJ/145/101
#Title: Updated nearby galaxy catalog (Karachentsev+, 2013)
#INFO	ivoid=ivo://cds.vizier/j/aj/145/101	
#INFO	publisher=CDS	
#INFO	creator=Karachentsev I.D.	
#INFO	related_resource=bibcode:2013AJ....145..101K	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101	
#INFO	publication_id=doi:10.26093/cds/vizier.51450101	
#INFO	publication_date=2017-06-12	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_AJ_145_101_catalog:
#Name: J/AJ/145/101/catalog
#Title: Catalog of galaxies in the  the Local Volume
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Name	(a18)	Galaxy name in well-known catalogs	[ucd=meta.id;meta.main]
#Column	Nd	(I3)	Number of data available for this galaxy (apparent magnitudes + velocities + kinematics + distances, in tables 3--6)	[ucd=meta.number]
#Column	RAJ2000	(A10)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	a26	(F6.2)	[0.1/645.65]? Major angular diameter (1)	[ucd=phys.angSize]
#Column	l_FUV	(A1)	[>] Lower limit flag on FUV	[ucd=meta.code.error]
#Column	FUV	(F5.2)	[8.21/24.56]? GALEX/FUV band magnitude (3)	[ucd=phot.mag;em.UV]
#Column	Bmag	(F5.2)	[-4.6/21.4]? Apparent integral B band magnitude (4)	[ucd=phot.mag;em.opt.B]
#Column	l_Hamag	(A1)	[>] Lower limit flag on Hamag	[ucd=meta.code.error]
#Column	Hamag	(F5.2)	[3.79/27.87]? Integral H{alpha} line emission magnitude (5)	[ucd=phot.flux;em.line.Halpha]
#Column	Kmag	(F5.2)	[-1.75/17.54]? 2MASS Ks band magnitude (6)	[ucd=phot.mag;em.IR.K]
#Column	l_HImag	(A1)	[>] Lower limit flag on HImag	[ucd=meta.code.error]
#Column	HImag	(F6.2)	[-3.35/21.5]? HI 21cm line magnitude (8)	[ucd=phot.mag;em.radio.750-1500MHz]
#Column	W50	(I3)	? HI line width at 50% level from maximum (9)	[ucd=spect.line.width;em.line.HI]
#Column	TT	(I2)	[-3/11]? Morphology T-type code (10)	[ucd=src.morph]
#Column	Mcl	(a5)	Dwarf galaxy morphology (BCD, HIcld, Im, Ir, S0em, Sm, Sph, Tr, dE, dEem, or dS0em) (11)	[ucd=src.morph.type]
#Column	Tdw	(A1)	Dwarf galaxy surface brightness morphology (H=high, N=normal, L=low, X=extremely low) (11)	[ucd=meta.code;src.morph]
#Column	HRV	(I4)	[-556/2219]? Heliocentric radial velocity (12)	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	Dist	(F5.2)	[0.01/26.2] Distance to galaxy	[ucd=pos.distance;pos.heliocentric]
#Column	A26	(F5.2)	? Major linear diameter (13)	[ucd=phys.size.diameter]
#Column	i	(I2)	[0/90]? Inclination of galaxy from the face-on (i=0) position	[ucd=src]
#Column	vAmp	(I3)	? Amplitude of rotational velocity (14)	[ucd=phys.veloc.rotat]
#Column	<Bmu>	(F4.1)	? Average B band surface brightness (17)	[ucd=phot.mag.sb;em.opt.B]
#Column	M26	(F5.2)	? log(mass) within Holmberg radius (19)	[ucd=phys.mass]
#Column	l_MHI	(A1)	[<] Upper limit flag on MHI	[ucd=meta.code.error]
#Column	MHI	(F5.2)	[1.12/10.19]? log(Hydrogen mass) (20)	[ucd=arith.zp]
#Column	Vlg	(I4)	[-303/2094]? Local group radial velocity (21)	[ucd=phys.veloc;pos.lg]
#Column	Ti5	(F4.1)	[-2.5/6.5]? Tidal index {Theta}_5_ (24)	[ucd=src.class.struct]
#Column	K+04	(I3)	Cross-match with the Catalog of neighboring galaxies of Karachentsev et al. (2004, cat. J/AJ/127/2031) within 30"	[ucd=meta.ref.url]
#Column	SimbadName	(a29)	Simbad column added by the CDS	[ucd=meta.id]
_RAJ2000;_DEJ2000;Name;Nd;RAJ2000;DEJ2000;a26;l_FUV;FUV;Bmag;l_Hamag;Hamag;Kmag;l_HImag;HImag;W50;TT;Mcl;Tdw;HRV;Dist;A26;i;vAmp;<Bmu>;M26;l_MHI;MHI;Vlg;Ti5;K+04;SimbadName
160.980833;+12.135278;LeG10             ;  4;10 43 55.4;+12 08 07;  0.16; ;23.43;19.20; ;     ;16.75;>; 18.20;   ;10;Ir   ;N;    ;10.40; 0.49;20;   ;23.8;     ;<; 7.09;    ; 2.5;  1;[KK2004] LeG 10
160.990417;+11.703611;NGC3351           ;  8;10 43 57.7;+11 42 13;  7.24; ;13.49;10.58; ;14.46; 6.67; ; 13.48;270; 3;     ; ; 777;10.05;21.39;49;162;23.2;10.81; ; 8.94; 623; 1.2;  1;NGC3351
161.008750;+15.588889;LeG11             ;  4;10 44 02.1;+15 35 20;  0.35;>;23.00;18.80; ;     ;16.32;>; 17.80;   ;10;Tr   ;L;    ;10.40; 1.08;29;   ;25.1;     ;<; 7.25;    ; 0.9;  1;[KK2004] LeG 11
161.032500;+11.533056;LeG12             ;  4;10 44 07.8;+11 31 59;  0.22; ;21.07;18.50; ;     ;16.03;>; 17.40;   ;10;Ir   ;N;    ;10.40; 0.67;41;   ;23.7;     ;<; 7.41;    ; 2.5;  1;[KK2004] LeG 12
161.147083;+13.939722;AGC205445         ;  4;10 44 35.3;+13 56 23;  0.60; ;21.73;16.40; ;     ;12.17; ;      ;   ;-1;Tr   ;N; 633;10.40; 1.87;37;   ;23.8;     ; ;     ; 490; 1.4;  0;SDSS J104435.27+135622.7
161.240000;+11.916111;LeG13             ;  7;10 44 57.6;+11 54 58;  0.42; ;19.74;17.43;>;22.96;14.99; ; 19.04; 24;10;Ir   ;N; 871;10.40; 1.25;81;  3;24.0; 5.97; ; 6.75; 718; 3.1;  1;[KK2004] LeG 13
161.560000;+12.960000;LeG14             ;  4;10 46 14.4;+12 57 36;  0.36;>;23.00;18.70; ;     ;14.51;>; 18.27;   ;-3;Sph  ;L;    ;10.40; 1.13;34;   ;25.1;     ;<; 7.06;    ; 2.1;  1;[KK2004] LeG 14
161.603333;+14.025000;KK93              ;  4;10 46 24.8;+14 01 30;  0.58;>;23.00;18.00; ;     ;13.78;>; 18.20;   ;-3;Sph  ;N;    ;10.40; 1.80;24;   ;25.4;     ;<; 7.09;    ; 1.6;  1;[KK98a] 93
161.625000;+11.755833;LeG16             ;  3;10 46 30.0;+11 45 21;  0.29;>;23.00;19.00; ;     ;14.80; ;      ;   ;-2;Tr   ;L;    ;10.40; 0.90;13;   ;24.9;     ; ;     ;    ; 4.5;  1;[KK2004] LeG 16
161.672917;+12.326389;LeG17             ;  5;10 46 41.5;+12 19 35;  0.58; ;     ;16.98; ;     ;12.79; ; 17.17; 37;-1;Sph  ;N;1030;10.40; 1.76;44; 20;24.3; 7.89; ; 7.50; 880; 3.0;  1;[KK2004] LeG 17
161.690833;+11.819722;NGC3368           ;  8;10 46 45.8;+11 49 11;  8.91; ;14.20;10.11; ;15.03; 6.32; ; 12.98;343; 3;     ; ; 893;10.42;27.25;49;210;23.1;11.14; ; 9.18; 740; 1.5;  1;NGC3368
161.722083;+12.744444;LeG18             ;  6;10 46 53.3;+12 44 40;  0.28; ;23.15;18.90; ;     ;16.46; ; 18.05; 38;10;Tr   ;L; 636;10.40; 0.86;47; 19;24.7; 7.58; ; 7.15; 488; 3.3;  1;[KK2004] LeG 18
161.728333;+12.788056;LeG19             ;  3;10 46 54.8;+12 47 17;  0.37;>;23.30;17.80; ;     ;13.61; ;      ;   ;-1;Sph  ;L;    ;10.40; 1.13;52;   ;24.2;     ; ;     ;    ; 2.5;  1;[KK2004] LeG 19
161.738750;+12.998333;KK94              ;  6;10 46 57.3;+12 59 54;  0.58; ;23.12;17.50; ;     ;15.03; ; 16.69; 35;10;Tr   ;L; 832;10.40; 1.78;35; 21;24.9; 7.97; ; 7.69; 684; 2.5;  1;[KK98a] 94
161.753333;+12.959722;LeG21             ;  6;10 47 00.8;+12 57 35;  0.25; ;22.71;18.60; ;     ;16.13; ; 18.20; 23;10;Ir   ;L; 843;10.40; 0.77;47;  3;24.1; 6.03; ; 7.09; 696; 2.9;  1;[KK2004] LeG 21
161.842917;+14.070278;DDO088            ;  7;10 47 22.3;+14 04 13;  2.14; ;16.59;14.40; ;18.89;11.91; ; 15.59; 43; 9;Im   ;N; 573; 7.73; 4.95;20; 50;24.6; 9.15; ; 7.87; 431;-0.5;  1;DDO088
161.924583;-38.854167;ESO318-013        ;  6;10 47 41.9;-38 51 15;  1.78; ;16.91;14.97; ;     ;12.07; ; 14.88; 54; 8;     ; ; 718; 6.50; 3.34;90; 22;24.5; 8.29; ; 8.01; 413;-0.5;  1;ESO318-013
161.926667;+13.985556;NGC3377           ;  5;10 47 42.4;+13 59 08;  5.25; ;18.05;11.24; ;     ; 7.44; ;      ;   ;-2;     ; ; 678;10.91;16.95;68;   ;23.4;     ; ;     ; 536; 1.5;  1;NGC3377
161.956667;+12.581667;NGC3379           ;  5;10 47 49.6;+12 34 54;  5.37; ;     ;10.24; ;     ; 6.27; ;      ;   ;-3;     ; ; 923;11.12;17.86;33;   ;22.5;     ; ;     ; 774; 1.6;  1;NGC3379
162.070417;+12.629167;NGC3384           ;  4;10 48 16.9;+12 37 45;  5.50; ;     ;10.85; ;     ; 6.75; ;      ;   ;-1;     ; ; 704;11.38;18.09;80;   ;23.1;     ; ;     ; 556; 1.7;  1;NGC3384
162.281667; +6.917222;UGC05923          ;  8;10 49 07.6;+06 55 02;  1.26; ;17.49;14.40; ;18.66;11.46; ; 16.15;142; 7;     ; ; 709;22.30; 8.13;63; 69;23.2; 9.65; ; 8.57; 534;-1.9;  0;UGC05923
162.337500;+51.050000;Willman1          ;  5;10 49 21.0;+51 03 00;  3.70; ;21.24;16.04; ;     ;11.89;>; 16.33;   ;-2;Sph  ;X; -12; 0.04; 0.04;74;   ;27.4;     ;<; 2.96;  41; 3.7;  0;Willman1
162.402083;+65.530556;DDO087            ;  8;10 49 36.5;+65 31 50;  1.58; ;16.48;15.15; ;19.41;11.86; ; 14.60; 66;10;Ir   ;L; 340; 7.45; 3.46;29; 59;24.7; 9.15; ; 8.24; 468;-0.7;  1;DDO087
162.404583;+11.351667;LeG22             ;  3;10 49 37.1;+11 21 06;  0.56;>;23.00;18.00; ;     ;15.53; ;      ;   ;10;Tr   ;L;    ;10.40; 1.72;56;   ;25.3;     ; ;     ;    ; 2.3;  1;[KK2004] LeG 22
162.537917;+13.483611;LeG23             ;  3;10 50 09.1;+13 29 01;  0.18; ;21.52;19.10; ;     ;16.62; ;      ;   ;10;Ir   ;N;    ;10.40; 0.55;20;   ;23.9;     ; ;     ;    ; 3.7;  1;[KK2004] LeG 23
162.579583;+13.271944;UGC05944          ;  5;10 50 19.1;+13 16 19;  1.12; ;23.36;15.60; ;     ;12.00; ;      ;   ;-1;dE   ;N;1073;11.07; 3.71;16;   ;24.4;     ; ;     ; 928; 2.2;  1;UGC05944
162.612917;+12.360833;KK96              ;  3;10 50 27.1;+12 21 39;  0.60; ;23.17;18.30; ;     ;14.10; ;      ;   ;-3;Sph  ;L;    ;10.40; 1.87;45;   ;25.8;     ; ;     ;    ; 2.2;  1;[KK98a] 96
162.722083;+13.412222;NGC3412           ;  7;10 50 53.3;+13 24 44;  3.98; ;18.44;11.44; ;17.73; 7.67;>; 16.40;   ;-1;     ; ; 846;10.40;12.09;66;   ;23.0;     ;<; 7.81; 702; 1.4;  1;NGC3412
162.836250;+32.766389;NGC3413           ;  6;10 51 20.7;+32 45 59;  2.22; ;15.51;13.23; ;     ;10.36; ; 14.16;142; 8;     ; ; 634;12.02; 7.72;60; 71;23.3; 9.66; ; 8.83; 589;-1.0;  0;NGC3413
162.837917;+12.849167;LeG26             ;  5;10 51 21.1;+12 50 57;  0.69; ;21.64;16.90; ;     ;12.71;>; 17.40;   ;-2;Sph  ;N; 630;10.40; 2.14;31;   ;24.7;     ;<; 7.41; 483; 2.4;  1;[KK2004] LeG 26
162.880833;+14.114722;AGC205540         ;  5;10 51 31.4;+14 06 53;  0.32; ;23.94;18.00; ;     ;15.52;>; 17.10;   ;10;Tr   ;N; 832;10.40; 0.97;60;   ;24.0;     ;<; 7.53; 691; 2.0;  0;SDSS J105131.35+140653.2
162.996250;+28.362500;KKH65             ;  3;10 51 59.1;+28 21 45;  0.58;>;23.00;17.40; ;     ;13.23; ;      ;   ;-2;Sph  ;L;    ;10.00; 1.70;35;   ;24.8;     ; ;     ;    ;-0.8;  0;[KKH2001] 65
163.020000;+15.030556;AGC205544         ;  5;10 52 04.8;+15 01 50;  0.45;>;23.00;17.10; ;     ;12.92;>; 17.40;   ;-1;dE   ;N; 828;10.40; 1.37;41;   ;23.9;     ;<; 7.41; 692; 1.2;  0;SDSS J105204.79+150149.7
163.022917;+36.476667;LV J1052+3628     ;  4;10 52 05.5;+36 28 36;  0.44; ;19.20;17.90; ;     ;15.50; ;      ;   ;10;Ir   ;N; 476; 9.20; 1.18;53;   ;24.7;     ; ;     ; 451; 3.4;  0;[KMK2013] LV J1052+3628
163.072917;+36.593333;UGC05983          ;  4;10 52 17.5;+36 35 36;  1.10; ;20.35;16.00; ;     ;13.60; ;      ;   ;10;Ir   ;N; 765; 9.20; 2.91;61;   ;24.8;     ; ;     ; 741; 4.9;  0;UGC05983
163.081250;+11.043333;AGC202456         ;  5;10 52 19.5;+11 02 36;  0.72;>;23.00;16.20; ;     ;12.01;>; 17.40;   ;-1;dE   ;N; 824;10.40; 2.23;30;   ;24.1;     ;<; 7.41; 669; 1.6;  0;SDSS J105219.51+110235.6
163.083750;+14.707222;LeG27             ;  3;10 52 20.1;+14 42 26;  0.37; ;22.02;18.60; ;     ;14.42; ;      ;   ;-2;Tr   ;L;    ;10.40; 1.13;57;   ;25.0;     ; ;     ;    ; 1.5;  1;[KK2004] LeG 27
163.129583;+36.618889;NGC3432           ;  8;10 52 31.1;+36 37 08;  5.37; ;13.38;11.67; ;14.71; 9.06; ; 11.86;248; 8;     ; ; 611; 9.20;13.70;80;113;23.0;10.31; ; 9.52; 587; 3.3;  0;NGC3432
163.170000;+36.665000;LV J1052+3639     ;  4;10 52 40.8;+36 39 54;  1.68; ;16.90;15.80; ;     ;13.40; ;      ;   ;10;Ir   ;N; 511; 9.20; 4.38;90;   ;25.4;     ; ;     ; 487; 4.7;  0;[KMK2013] LV J1052+3639
163.237917;+69.545833;KDG073            ;  7;10 52 57.1;+69 32 45;  1.20; ;18.83;17.09; ;23.58;14.73; ; 17.40; 18;10;Ir   ;L; 116; 3.70; 1.29;38;  4;26.1; 6.39; ; 6.51; 263; 1.6;  1;KDG073
163.252917;+10.379167;LeG28             ;  3;10 53 00.7;+10 22 45;  0.68;>;23.00;18.30; ;     ;15.85; ;      ;   ;10;Tr   ;L;    ;10.40; 2.04;72;   ;26.0;     ; ;     ;    ; 1.3;  1;[KK2004] LeG 28
163.427917; +9.728056;UGC06014          ;  6;10 53 42.7;+09 43 41;  1.20; ;17.27;15.00; ;     ;12.49; ; 16.42; 94; 9;Im   ;N;1133;10.40; 3.67;65; 45;23.9; 8.94; ; 7.80; 972; 1.0;  0;UGC06014
163.987917;+12.338889;LSBC D640-12      ;  6;10 55 57.1;+12 20 20;  0.45; ;21.68;18.40; ;     ;15.98; ; 19.90; 22;10;Ir   ;L; 847;10.40; 1.34;72;  3;25.2; 6.03; ; 6.41; 699; 1.4;  1;ESDO 640-12
164.058333;+12.010278;LSBC D640-13      ;  6;10 56 14.0;+12 00 37;  0.58; ;17.91;16.90; ;     ;14.48; ; 16.84; 30;10;Ir   ;N; 989;10.40; 1.73;65; 10;24.2; 7.27; ; 7.63; 840; 1.3;  1;ESDO 640-13
164.168333;+36.141111;HS1053+3624       ;  4;10 56 40.4;+36 08 28;  0.50; ;18.27;17.76; ;     ;15.34; ;      ;   ;10;Ir   ;N; 572; 9.20; 1.32;74;   ;24.8;     ; ;     ; 546; 1.5;  0;HS1053+3624
164.375833;-48.178889;ESO215-009        ;  7;10 57 30.2;-48 10 44;  2.00; ;19.21;16.03; ;     ;12.60; ; 12.39; 65;10;Ir   ;N; 598; 5.25; 3.67;62; 32;25.6; 8.63; ; 8.82; 290;-0.7;  1;ESO215-009
164.445833;+36.260833;VV747             ;  4;10 57 47.0;+36 15 39;  1.10; ;16.56;15.50; ;     ;13.07; ;      ;   ;10;Ir   ;N; 619; 9.20; 2.92;66;   ;24.2;     ; ;     ; 594; 1.0;  0;VV747
164.509167;+19.505278;CGCG 095-078      ;  4;10 58 02.2;+19 30 19;  0.84; ;     ;15.60; ;     ;13.15; ; 17.60; 30; 9;BCD  ;N; 650; 7.37; 1.79;75;  9;23.7; 7.23; ; 7.03; 538;-0.5;  0;LEDA 32971
164.543750;+11.999167;LSBC D640-14      ;  3;10 58 10.5;+11 59 57;  0.48; ;22.93;18.50; ;     ;14.34; ;      ;   ;-2;Sph  ;L;    ;10.40; 1.45;59;   ;25.5;     ; ;     ;    ; 1.1;  1;ESDO 640-14
164.717083;+14.129444;AGC205278         ;  6;10 58 52.1;+14 07 46;  0.54; ;20.51;17.30; ;     ;14.88; ; 18.54; 36;10;Ir   ;N; 686;10.40; 1.63;54; 16;24.5; 7.68; ; 6.95; 548; 1.0;  0;AGC205278
165.077500;+13.901111;NGC3489           ;  8;11 00 18.6;+13 54 04;  3.80; ;16.74;11.12; ;18.66; 7.37; ; 17.84;113; 1;     ; ; 695;12.08;13.26;60; 56;22.5; 9.69; ; 7.36; 556; 0.2;  1;NGC3489
165.188333;+14.172222;LeG33             ;  3;11 00 45.2;+14 10 20;  0.35; ;23.80;18.60; ;     ;16.18; ;      ;   ;10;Tr   ;L;    ;10.40; 1.04;67;   ;24.8;     ; ;     ;    ; 1.3;  1;[KK2004] LeG 33
165.217083;+13.880833;LSBC D640-08      ;  3;11 00 52.1;+13 52 51;  0.81; ;23.64;16.96; ;     ;12.80; ;      ;   ;-3;Sph  ;N;    ;10.40; 2.46;75;   ;25.1;     ; ;     ;    ; 0.9;  1;ESDO 640-08
166.110417;+11.755000;CGCG 066-109      ;  7;11 04 26.5;+11 45 18;  1.05; ;17.73;16.20; ;20.03;13.80; ; 16.80; 44;10;Ir   ;N; 777;10.40; 3.05;90; 18;24.8; 8.04; ; 7.65; 629; 0.9;  1;LEDA 33447
166.169167; +0.058333;KKSG20            ;  6;11 04 40.6;+00 03 30;  0.52; ;22.11;17.51; ;     ;15.01; ; 20.52; 25;10;Ir   ;N; 835;10.70; 1.68;41;  5;24.6; 6.69; ; 6.18; 636; 3.9;  0;[KKS2000] 20
166.243750;+29.139444;MRK0036           ;  7;11 04 58.5;+29 08 22;  0.68; ;15.89;15.61; ;16.83;14.00; ; 16.93; 41; 9;BCD  ;H; 646; 8.02; 1.59;58; 19;23.3; 7.82; ; 7.37; 585;-0.8;  0;MRK0036
166.395833; -1.863611;UGC06145          ;  7;11 05 35.0;-01 51 49;  1.38; ;18.44;16.45;>;21.76;13.88; ; 16.04; 41;10;Ir   ;L; 753;10.70; 4.42;66; 17;25.6; 8.20; ; 7.97; 546; 1.5;  1;UGC06145
166.419583; +0.120833;NGC3521sat        ;  3;11 05 40.7;+00 07 15;  2.51;>;23.00;16.20; ;     ;11.90; ;      ;   ;-1;Sph  ;X;    ;10.70; 8.13;45;   ;26.7;     ; ;     ;    ; 4.7;  0;
166.452500; -0.035833;NGC3521           ;  8;11 05 48.6;-00 02 09; 10.96; ;13.53; 9.83; ;13.19; 5.78; ; 11.84;441; 4;     ; ; 797;10.70;34.92;66;228;22.8;11.32; ; 9.65; 598; 2.2;  0;NGC3521
166.532083; -1.448611;KKSG22            ;  4;11 06 07.7;-01 26 55;  0.50;>;23.00;18.20; ;     ;15.67;>; 18.20;   ;10;Ir   ;L;    ;10.70; 1.61;41;   ;25.2;     ;<; 7.11;    ; 1.9;  0;[KKS2000] 22
167.879167;+55.673889;NGC3556           ;  8;11 11 31.0;+55 40 26;  5.01; ;13.49;10.69; ;14.38; 7.04; ; 12.27;308; 6;     ; ; 696; 9.90;13.86;80;144;21.8;10.52; ; 9.42; 777;-0.8;  0;NGC3556
168.358750;+53.595000;DDO092            ;  7;11 13 26.1;+53 35 42;  1.38; ;16.05;15.60; ;     ;13.20; ; 15.01; 45; 9;Im   ;N; 928; 9.90; 3.98;44; 26;24.9; 8.50; ; 8.32; 999; 0.9;  0;DDO092
168.371667;+22.154722;LeoII             ;  5;11 13 29.2;+22 09 17; 12.02; ;22.28;12.61; ;     ; 8.45;>; 17.38;   ;-3;Sph  ;L;  86; 0.21; 0.75;36;   ;26.6;     ;<; 4.02;  -8; 1.7;  1;Leo II dSph
168.649583;+12.818611;NGC3593           ;  8;11 14 35.9;+12 49 07;  5.89; ;17.01;11.85; ;15.63; 7.42; ; 15.17;254; 1;     ; ; 631;10.80;18.20;73;120;23.8;10.48; ; 8.33; 492; 0.9;  1;NGC3593
168.687500;+12.647500;AGC202256         ;  6;11 14 45.0;+12 38 51;  0.40; ;19.15;16.70; ;     ;14.28; ; 17.92; 42;10;Ir   ;N; 630;11.00; 1.27;61; 19;23.2; 7.72; ; 7.25; 490; 1.6;  0;AGC202256
169.254167;+13.099722;IC2684            ;  6;11 17 01.0;+13 05 59;  0.81; ;19.32;16.15; ;     ;13.69; ; 18.00; 25;10;Tr   ;N; 588;10.30; 2.47;47;  5;24.2; 6.78; ; 7.16; 451; 2.6;  0;IC2684
169.567083;-32.811667;NGC3621           ;  8;11 18 16.1;-32 48 42; 12.30; ;12.43;10.18; ;12.73; 6.60; ; 10.88;271; 7;     ; ; 730; 6.70;25.02;65;136;23.5;10.73; ; 9.63; 440;-1.1;  1;NGC3621
169.816250;+14.290278;AGC215354         ;  5;11 19 15.9;+14 17 25;  0.50; ;20.87;17.40; ;     ;14.96;>; 17.40;   ; 9;BCD  ;N; 790;10.42; 1.52;62;   ;24.4;     ;<; 7.41; 659; 1.8;  0;
170.062500;+12.991389;NGC3627           ;  8;11 20 15.0;+12 59 29; 10.23; ;12.94; 9.65; ;13.36; 5.88; ; 13.36;369; 4;     ; ; 716;10.28;30.58;66;189;22.6;11.10; ; 9.01; 579; 1.3;  1;NGC3627
170.600000;+12.979444;AGC213436         ;  4;11 22 24.0;+12 58 46;  0.52; ;22.17;16.70; ;     ;12.50; ;      ;   ;-1;dE   ;N; 626;10.30; 1.61;13;   ;23.9;     ; ;     ; 491; 3.1;  0;SDSS J112224.02+125846.4
170.764583;+21.326944;KKH67             ;  3;11 23 03.5;+21 19 37;  0.71;>;23.00;18.40; ;     ;14.21; ;      ;   ;-2;Sph  ;X;    ;10.00; 2.10;42;   ;26.2;     ; ;     ;    ; 0.1;  0;[KKH2001] 67
170.829583;+13.629722;IC2787            ;  6;11 23 19.1;+13 37 47;  1.07; ;     ;15.70;>;25.36;13.23; ; 17.73; 49; 9;BCD  ;N; 708;10.30; 3.29;24; 50;24.4; 8.98; ; 7.27; 576; 2.3;  0;IC2787
170.906667;+12.895833;IC2791            ;  6;11 23 37.6;+12 53 45;  0.58; ;20.02;16.90; ;     ;14.45; ; 19.15; 22; 9;Im   ;N; 666;10.30; 1.74;54;  3;24.2; 6.29; ; 6.70; 530; 2.5;  0;AGC 213440
172.002500;+78.991389;UGC06456          ;  8;11 28 00.6;+78 59 29;  1.48; ;15.31;14.27; ;16.70;12.48; ; 14.60; 37;10;Ir   ;N; -94; 4.35; 1.89;69; 15;23.6; 7.68; ; 7.77;  99; 0.1;  1;UGC06456
172.475000;+52.403889;KDG078            ;  6;11 29 54.0;+52 24 14;  0.74;>;23.00;16.70; ;     ;14.29; ; 18.74; 26;10;Tr   ;N; 575; 9.00; 1.94;51;  7;24.6; 6.99; ; 6.74; 644;-0.3;  0;KDG078
172.790000; +2.220000;LeoV              ;  5;11 31 09.6;+02 13 12;  4.10;>;23.00;17.60; ;     ;13.39;>; 19.88;   ;-3;Sph  ;X; 173; 0.18; 0.21;90;   ;29.2;     ;<; 2.88;  -7; 1.9;  0;LEO V
172.896667;-31.672222;HIPASS J1131-31   ;  5;11 31 35.2;-31 40 20;  1.00; ;     ;17.00; ;     ;14.38; ; 16.65; 30;10;Ir   ;L; 715; 6.70; 2.04;62; 10;25.4; 7.36; ; 7.33; 432; 0.7;  0;
173.237500; -0.533333;LeoIV             ;  6;11 32 57.0;-00 32 00;  7.30; ;22.81;16.90;>;22.75;12.70;>; 19.88;   ;-3;Sph  ;X; 132; 0.16; 0.34;48;   ;29.8;     ;<; 2.78; -58; 2.0;  0;LEO IV
173.295833;-32.961944;HIPASS J1133-32   ;  5;11 33 11.0;-32 57 43;  0.52; ;     ;16.27; ;     ;13.68; ; 17.45; 59;10;Ir   ;N; 709; 6.70; 1.05;72; 26;23.3; 7.93; ; 7.00; 424; 0.7;  0;HIPASS J1132-32
173.371250;+49.238056;UGC06541          ;  8;11 33 29.1;+49 14 17;  1.74; ;15.50;14.44; ;16.93;11.85; ; 16.35; 26;10;Ir   ;N; 249; 3.89; 1.96;65;  5;24.2; 6.69; ; 6.97; 303;-0.2;  1;UGC06541
173.952500;+54.522778;NGC3738           ;  8;11 35 48.6;+54 31 22;  3.39; ;13.87;11.87; ;15.88; 9.61; ; 14.29; 78; 9;BCD  ;N; 225; 4.90; 4.82;49; 45;23.1; 9.06; ; 8.00; 306;-0.4;  1;NGC3738
174.026667;+45.285278;NGC3741           ;  8;11 36 06.4;+45 17 07;  1.48; ;15.33;14.38; ;17.39;12.26; ; 13.55; 83; 9;BCD  ;N; 229; 3.03; 1.30;67; 40;23.8; 8.37; ; 7.88; 263;-0.4;  1;NGC3741
